timestamp,1年期国债收益率,EURIBOR:6个月,GC001:收盘价,LIBOR:美元:3个月,USDCNH:即期汇率,上证综合指数,中国:SHIBOR:隔夜,中国:iCPI:交通和通信:日环比,中国:iCPI:其他用品和服务:日环比,中国:iCPI:医疗保健:日环比,中国:iCPI:居住:日环比,中国:iCPI:教育文化和娱乐:日环比,中国:iCPI:生活用品及服务:日环比,中国:iCPI:衣着:日环比,中国:iCPI:食品烟酒:日环比,中国:中间价:美元兑人民币,中国:互联网搜索指数:找工作,中国:互联网搜索指数:招聘,"中国:价格:螺纹钢(HRB400,20mm)",中国:出厂价:石油焦(2#B):武汉石化,中国:华东:开工率:聚氯乙烯:下游,中国:华北:开工率:聚氯乙烯:下游,中国:华南:开工率:聚氯乙烯:下游,中国:开工率:乙二醇(非乙烯法),中国:开工率:产能(<100万吨):焦化企业(230家),中国:开工率:尿素,中国:开工率:汽车轮胎(全钢胎),中国:开工率:汽车轮胎(半钢胎),中国:开工率:甲醇,中国:开工率:电炉,中国:开工率:石油沥青装置,中国:开工率:纯碱,中国:开工率:线材:主要钢厂,中国:开工率:聚氯乙烯,中国:开工率:聚氯乙烯:上游,中国:开工率:聚苯乙烯,中国:开工率:聚苯乙烯泡沫,中国:开工率:苯乙烯,中国:开工率:螺纹钢:主要钢厂,中国:水泥价格指数,"中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",中国:经销价:汽油(93#IV):成都中石化,中国出口集装箱运价指数:综合指数,中国进口原油运价指数:综合指数,中国进口集装箱运价指数:综合指数,中国香港:政府债券收益率:3月,中间价:欧元兑人民币,义乌中国小商品指数:五金及电料类:价格指数,义乌中国小商品指数:五金及电料类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,义乌中国小商品指数:体育娱乐用品类:出口价格指数,义乌中国小商品指数:出口价格指数,义乌中国小商品指数:工艺品类:价格指数,义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:总价格指数,义乌中国小商品指数:护理及美容用品类:价格指数,义乌中国小商品指数:护理及美容用品类:出口价格指数,义乌中国小商品指数:文化办公用品类:价格指数,义乌中国小商品指数:文化办公用品类:出口价格指数,义乌中国小商品指数:日用品类:价格指数,义乌中国小商品指数:日用品类:出口价格指数,义乌中国小商品指数:服装服饰类:价格指数,义乌中国小商品指数:服装服饰类:出口价格指数,义乌中国小商品指数:玩具类:价格指数,义乌中国小商品指数:玩具类:出口价格指数,义乌中国小商品指数:电子电器类:价格指数,义乌中国小商品指数:电子电器类:出口价格指数,义乌中国小商品指数:箱包类:价格指数,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:网上价格指数,义乌中国小商品指数:订单价格指数,义乌中国小商品指数:辅料和包装类:价格指数,义乌中国小商品指数:辅料和包装类:出口价格指数,义乌中国小商品指数:针、纺织品类:出口价格指数,义乌中国小商品指数:钟表眼镜类:价格指数,义乌中国小商品指数:钟表眼镜类:出口价格指数,义乌中国小商品指数:鞋类:价格指数,义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:首饰类:出口价格指数,出厂价:液化气(汽运):荆门石化,加拿大:基准债券收益率:5年,南华工业品指数,南华综合指数,南华能化指数,南华金属指数,印尼:日用商品现价:咖啡:棉兰,印尼:日用商品现价:天然棕榈油:棉兰,印度:国债收益率:3月,原油运输指数(BDTI),唐山:市场价(不含税):废钢(6-8mm),地缘政治威胁指数,地缘政治行为指数,地缘政治风险指数,山东:价格:方坯(Q235),山东:库提价:港口内贸燃料油(4#船用),德国:上市联邦证券利率期限结构:1年期,成品油运输指数(BCTI),收盘价:焦炭,收盘价:美元兑韩元,新加坡:国库券收益率:6个月,日元指数,日本:企业债有效收益率:综合,期货收盘价(活跃合约):焦煤,期货结算价(活跃合约):IPE布油,期货结算价(活跃合约):NYMEX轻质原油,欧元兑美元,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,"武汉:价格:热轧板卷(Q235B,3.0mm)","河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)",法国:国债收益率:1个月,波罗的海干散货指数(BDI),泰国:债券市场协会指数:总收益:政府债券指数,温州指数:温州地区民间融资综合利率,温州指数:温州地区民间融资综合利率:社会直接融资利率,美元兑日元,美元指数,美国:5年期盈亏平衡通胀率:非季调,花旗中国经济意外指数,花旗十国集团经济意外指数,花旗新兴市场经济意外指数,花旗欧洲经济意外指数,花旗美国经济意外指数,英镑兑美元,菲律宾:国债收益率:6个月,越南:国债收益率:1年,运价:液化气(压力货):华南-海防港,远东干散货指数(FDI):综合指数,远东干散货指数(FDI):运价指数,银行间同业拆借加权利率:7天,银行间质押式回购加权利率:7天,韩国:KOSPI指数,韩国:国债收益率:3年,黎城:价格(干基含税):铁精粉(66%)
2010-08-01,,1.1471,1.9221,0.3595 ,,"2,638.7758 ",1.584,,,,,,,,,6.7903,,,"4,306.8495 ","1,928.9247 ",,,,,,,,,,,,,,,,,,,,,,,"1,211.8825 ",,,0.3098,8.7613,100.66,101.85,100.942,96.718,99.258,99.878,99.44,100.632,103.876,99.954,101.292,99.828,100.05,100.562,100.024,99.934,100.36,100.0,100.912,100.0,99.54,100.0,101.736,100.464,104.256,98.038,100.0,104.444,100.0,98.774,99.996,100.032,100.0,,2.1761,"2,184.5739 ","1,342.5442 ","1,417.9687 ","2,520.9126 ","29,732.7258 ","7,833.1505 ",,770.8011 ,"2,790.4516 ",74.1171,84.7574,81.6133,"3,868.0108 ",,0.4759,716.0914 ,,"1,180.1065 ",,120.6911,0.7054 ,,77.2042,79.9958,1.2892,0.6781,"4,513.0108 ","1,519.3548 ",0.3098,"2,447.9731 ",203.0665,,,-14.5945,82.1666,1.3354,22.1419,5.929,29.1806,96.9774,-49.8194,1.5652,4.3825,9.3908,,,,1.8624,1.8512,"1,762.5533 ",3.7245,"1,100.5161 "
2010-09-01,,1.1372,2.9118,0.2913 ,,"2,639.5397 ",1.7875,,,,,,,,,6.7409,,,"4,511.6472 ","1,873.3333 ",,,,,,,,,,,,,,,,,,,,,,,"1,199.6833 ",,,0.322,8.769,101.12,100.6925,101.2,98.94,99.7075,100.1025,99.945,100.4475,104.3575,99.98,100.855,99.7825,99.685,100.0,99.6725,99.755,100.3725,100.0,100.45,100.0,100.4775,100.565,100.02,100.305,103.7125,96.8625,100.0,103.4375,100.0,98.1,99.5825,100.01,100.0,,2.1657,"2,240.4211 ","1,382.0374 ","1,440.7818 ","2,585.8471 ","31,748.8000 ","7,743.9000 ",,689.2667 ,"2,818.6667 ",69.729,70.3743,71.8244,"4,025.7556 ",,0.5223,659.0667 ,,"1,162.2850 ",,120.9357,0.7043 ,,78.2747,78.5193,1.3077,0.7612,"4,574.6667 ","1,540.0000 ",0.3183,"2,725.1667 ",206.0507,,,-15.581,81.1503,1.2787,2.2333,16.9833,23.1633,95.0933,-18.1967,1.5564,4.4437,9.4221,,,,2.4186,2.3658,"1,819.3125 ",3.4797,"1,131.0000 "
2010-10-01,,1.2246,2.1835,0.2888 ,,"2,886.8413 ",1.7321,,,,,,,,,6.6775,,,"4,449.7634 ","1,881.9355 ",,,,,,,,,,,,,,,,,,,,,,,"1,139.7367 ",,,0.4187,9.2785,100.144,101.862,101.9,99.386,99.894,100.432,100.0,100.792,103.956,100.176,100.436,100.276,100.024,100.162,99.858,99.202,100.244,103.456,100.208,100.0,100.018,100.062,100.0,101.026,105.396,100.902,100.0,101.38,100.0,98.076,99.906,100.122,100.0,,1.9513,"2,340.4737 ","1,456.7817 ","1,550.7744 ","2,664.6949 ","32,150.2903 ","8,339.6774 ",,731.3548 ,"2,827.6774 ",63.1602,74.2597,65.5566,"3,996.4839 ",,0.7497,624.0323 ,,"1,121.5645 ",,122.2132,0.6429 ,,83.5581,83.069,1.3898,0.9429,"4,503.3333 ","1,540.0000 ",0.5126,"2,683.8710 ",207.4674,,,-18.269,77.4342,1.5006,10.5968,21.3194,29.3097,70.7,-2.1903,1.5865,4.1891,9.3281,,,,2.2265,2.1851,"1,890.8084 ",3.2384,"1,141.7312 "
2010-11-01,,1.269,2.0652,0.2872 ,,"2,974.0228 ",1.7163,,,,,,,,,6.6539,,,"4,670.7667 ","2,053.3333 ",,,,,,,,,,,,,,,,,,,,,,,"1,103.2200 ",,,0.4003,9.1073,101.1,101.495,101.0675,98.6125,99.9975,100.035,101.41,101.4675,102.1675,99.9425,100.41,99.7675,100.2825,100.0,99.95,98.7175,101.3,100.0075,100.475,100.0,99.6575,100.0,100.92,102.1975,107.4775,98.9275,100.0,100.2025,100.25,98.13,99.435,99.9725,100.0,,2.264,"2,430.5050 ","1,517.0190 ","1,643.6985 ","2,691.8508 ","35,124.5833 ","9,287.7833 ",,820.7000 ,"2,820.4667 ",102.0219,80.859,95.6039,"4,162.7667 ",,0.8,661.0000 ,,"1,128.9833 ",,121.216,0.7147 ,,86.2567,84.7347,1.3632,1.0936,"4,524.3333 ","1,540.0000 ",0.508,"2,308.9667 ",203.8357,,,-17.3437,78.4763,1.564,7.6933,27.6233,8.88,36.3,26.2733,1.595,3.1247,9.6746,,,,2.0539,2.0465,"1,924.4833 ",3.404,"1,196.6667 "
2010-12-01,,1.2511,2.6495,0.3027 ,,"2,847.8091 ",2.7494,,,,,,,,,6.6519,,,"4,822.6774 ","2,078.3871 ",,,,,,,,,,,,,,,,,,,,,,,"1,064.4340 ",,,0.4932,8.7835,98.715,100.1475,99.8225,95.7575,99.7575,100.0,100.0375,102.0225,100.065,99.825,101.47,98.1775,99.99,100.23,99.535,98.3,100.0325,99.7125,101.6325,100.0,99.3725,99.175,100.2225,103.2225,111.39,101.825,100.0,100.4875,100.0,99.9175,99.6375,100.0175,100.0,,2.4448,"2,485.6463 ","1,546.5966 ","1,656.9515 ","2,722.8002 ","37,556.6774 ","10,279.6774 ",,"1,008.3666 ","2,928.9355 ",98.9651,94.3904,97.8941,"4,184.6452 ",,0.6397,771.4956 ,,"1,145.6169 ",,121.0231,0.7771 ,,92.2332,89.6455,1.3229,1.1481,"4,652.5806 ","1,590.9677 ",0.389,"1,975.3666 ",201.1448,,,-16.7884,80.029,1.7281,29.0677,33.4629,2.4645,62.2306,6.8129,1.5605,1.7377,10.096,,,,3.9422,3.8718,"2,003.3181 ",3.249,"1,250.0000 "
2011-01-01,,1.2544,2.2246,0.3034 ,,"2,771.1567 ",3.9713,,,,,,,,,6.6041,"3,595.6774 ","8,074.9355 ","4,923.5161 ","2,009.0323 ",,,,,,,,,,,,,,,,,,,,,,,"1,060.6050 ",,,0.3329,8.8169,98.754,99.428,99.812,92.832,99.71,99.434,100.004,101.08,99.536,99.918,101.89,103.04,100.442,99.412,100.45,99.552,100.494,100.0,98.862,99.178,100.46,99.96,104.516,101.57,107.626,98.404,100.0,100.472,100.0,99.758,99.848,99.938,100.0,,2.5213,"2,584.8003 ","1,603.4894 ","1,726.1567 ","2,789.0827 ","40,855.5806 ","10,202.6774 ",,726.7947 ,"3,182.8495 ",77.0856,77.4897,78.8395,"4,326.0430 ",,0.761,635.5044 ,,"1,120.2202 ",,121.016,0.7684 ,,96.7468,90.4771,1.3376,1.0746,"4,917.0968 ","1,690.0000 ",0.4632,"1,419.6657 ",201.1406,,,-17.4806,79.1123,1.9235,33.6226,40.4871,11.9806,68.4968,32.0871,1.5784,2.5142,10.2652,,,,4.9323,4.7433,"2,088.8506 ",3.7039,"1,274.9677 "
2011-02-01,,1.3533,2.1761,0.3119 ,,"2,854.5665 ",2.7632,,,,,,,,,6.5835,"11,276.0714 ","17,463.3214 ","5,051.3810 ","2,030.3571 ",,,,,,,,,,,,,,,,,,,,,,,"1,053.2400 ",,,0.3275,8.9908,99.99,99.995,100.58,98.47,99.765,99.995,100.0,101.095,98.855,99.895,103.34,100.89,99.995,102.51,101.38,98.91,100.42,100.0,100.265,97.405,99.685,100.0,100.035,101.4,106.025,98.555,100.0,101.275,100.0,100.4,100.0,99.985,100.0,,2.6971,"2,656.1068 ","1,642.0019 ","1,783.7952 ","2,842.5800 ","44,089.4107 ","10,117.9107 ",,747.5357 ,"3,275.8810 ",89.6736,84.7057,88.9361,"4,444.7976 ",,1.0593,643.4643 ,,"1,118.9071 ",,120.3136,0.8236 ,,104.2571,92.2704,1.3655,1.0933,"4,996.3095 ","1,690.0000 ",0.6096,"1,185.2143 ",200.4186,,,-17.42,77.7775,2.015,59.8643,36.3786,28.5929,29.8143,66.4393,1.6136,3.3044,10.6219,,,,3.7274,3.7516,"2,012.3627 ",3.9539,"1,310.8333 "
2011-03-01,,1.4856,1.3153,0.3085 ,,"2,943.5855 ",1.8035,,,,,,,,,6.5662,"11,029.0968 ","17,314.9355 ","4,854.8387 ","2,160.0000 ",,,,,,,,,,,,,,,,,,,,,,,"1,029.7500 ",,,0.3761,9.1937,101.5725,100.0,100.405,99.78,99.3075,99.0025,100.0,101.1875,99.345,99.97,102.3425,97.3225,101.0025,102.9725,101.4425,98.915,100.915,100.0,102.255,100.1025,101.7,100.0,110.1,101.1925,105.455,99.93,100.0,99.525,100.0,100.195,100.0,100.1375,100.0,,2.6452,"2,508.4962 ","1,567.5727 ","1,692.7890 ","2,706.1914 ","45,686.7742 ","8,484.4194 ",,"1,006.2903 ","3,192.4516 ",126.6827,156.1378,136.0791,"4,279.0323 ",,1.2326,806.1290 ,,"1,120.8403 ",,120.8721,0.8306 ,,114.5877,103.7829,1.4027,1.1428,"4,816.7742 ","1,690.0000 ",0.6687,"1,497.1935 ",201.5016,,,-18.4229,76.2345,2.2003,-16.5323,26.5903,27.2871,-0.1484,67.6742,1.6158,1.9021,11.2752,,,,2.4049,2.3517,"1,999.9803 ",3.7448,"1,281.1935 "
2011-04-01,,1.6235,2.0072,0.2806 ,,"2,997.1057 ",2.0685,,,,,,,,,6.5311,"9,782.9667 ","14,345.4667 ","5,015.1083 ","2,160.0000 ",,,,,,,,,,,,,,,,,,,,,,,"1,008.0780 ",,,0.3041,9.4322,100.7625,96.395,100.595,102.3225,98.89,99.9,100.0,100.995,98.03,99.645,101.5025,99.7075,100.3725,100.0425,101.5775,99.0325,100.4575,99.6325,103.73,100.0275,100.5725,100.0,100.1925,101.515,104.4725,101.3825,101.8975,99.9525,100.0,99.2225,100.0,99.9525,98.33,,2.7227,"2,490.9029 ","1,561.4509 ","1,643.4353 ","2,698.7714 ","46,444.6056 ","8,679.7944 ",,856.4600 ,"3,303.5583 ",73.558,111.1429,90.6722,"4,443.1750 ",,1.4101,851.2667 ,"2,326.7917 ","1,084.5378 ",,116.9522,1.0723 ,,122.8936,110.6139,1.4461,1.3068,"4,991.8125 ","1,690.0000 ",0.871,"1,335.2933 ",202.7717,,,-16.837,74.7219,2.3094,-7.1389,15.2017,31.4711,4.1356,24.0422,1.6375,1.1841,11.8464,,,,2.8321,2.8468,"2,153.3207 ",3.7453,"1,268.2000 "
2011-05-01,,1.7063,1.9509,0.2609 ,,"2,829.7770 ",2.8634,,,,,,,,,6.4987,"10,115.8065 ","15,104.8710 ","5,174.0161 ","2,155.1613 ",,,,,,,,,,,,,,,,,,,,,,,"1,011.9275 ",,,0.2701,9.3197,102.002,100.054,100.794,98.196,99.686,100.438,100.0,101.48,100.396,99.752,100.854,100.322,100.13,93.974,102.47,99.406,100.134,99.458,104.72,99.132,100.21,100.0,100.0,101.986,105.364,100.376,100.0,100.164,101.518,98.642,100.0,100.004,99.978,,2.4687,"2,376.5525 ","1,502.0405 ","1,537.8919 ","2,603.9343 ","45,084.3656 ","9,179.4086 ",,786.2161 ,"3,325.0565 ",96.0221,120.6344,104.4737,"4,467.8790 ",,1.4386,808.9355 ,"2,352.3011 ","1,083.6409 ",,119.8688,1.0190 ,,114.1137,101.683,1.4312,1.3858,"4,989.5161 ","1,690.0000 ",0.8726,"1,356.5226 ",202.9519,,,-18.8777,74.9585,2.1656,-12.114,-16.5194,20.0667,6.2527,-39.7086,1.6341,2.1644,13.1919,,,,3.7333,3.6957,"2,123.9763 ",3.6621,"1,258.2581 "
2011-06-01,,1.7484,3.1742,0.2479 ,,"2,708.8274 ",4.6378,,,,,,,,,6.4783,"11,249.9333 ","15,701.6333 ","5,153.4333 ","1,867.3333 ",,,,,,,,,,,,,,,,,,,,,,,996.8825 ,,,0.2502,9.3154,100.84,99.2375,99.3425,99.7725,99.8075,100.125,99.9025,101.2875,100.1825,99.8825,102.44,100.1825,100.57,97.7375,102.0675,108.755,100.5825,99.5875,105.2925,99.8075,100.005,100.0,100.5925,102.1875,107.4075,100.2675,100.0,100.41,99.385,98.615,100.0,100.315,99.4675,,2.197,"2,388.6626 ","1,511.5861 ","1,529.6170 ","2,632.5499 ","42,441.5833 ","9,048.4500 ",,743.5667 ,"3,339.3500 ",72.8825,97.332,84.5368,"4,402.8000 ",,1.357,689.5667 ,"2,313.8667 ","1,081.5333 ",,120.7493,1.1443 ,,113.511,96.438,1.4393,1.4784,"4,902.0000 ","1,690.0000 ",0.9647,"1,434.7000 ",203.4027,,,-19.5763,74.7023,1.948,23.9867,-49.1533,-8.7133,3.1633,-100.7833,1.6215,3.2506,13.1869,,,,5.8011,5.7645,"2,073.1793 ",3.6475,"1,486.1000 "
2011-07-01,,1.8182,2.9063,0.2500 ,,"2,771.5903 ",4.2712,,,,,,,,,6.4608,"12,372.8387 ","16,693.9677 ","5,110.0968 ","1,736.4516 ",,,,,,,,,,,,,,,,,,,,,,,982.4400 ,,,0.2171,9.244,102.808,99.15,100.702,99.884,98.644,99.794,99.986,101.854,99.52,99.938,101.764,99.79,101.152,99.536,102.252,111.078,100.436,101.698,103.444,99.618,102.262,100.0,100.0,102.134,105.092,100.01,100.0,102.006,100.31,100.274,100.0,101.716,99.39,,2.191,"2,478.0304 ","1,543.9801 ","1,571.1720 ","2,740.4144 ","41,390.0000 ","8,594.1935 ",,739.6129 ,"3,378.0000 ",60.4179,99.2455,78.2851,"4,373.4194 ",,1.2448,676.0000 ,"2,299.6129 ","1,058.2323 ",,122.1092,0.7500 ,,116.2177,97.3765,1.4295,1.6209,"4,856.7742 ","1,690.0000 ",0.9465,"1,363.0968 ",201.7352,,,-20.75,74.6861,2.0323,17.9767,-46.4726,-15.579,-1.8952,-90.121,1.6159,2.9871,12.6142,,,,5.3103,5.2534,"2,150.4077 ",3.7781,"1,510.0000 "
2011-08-01,,1.7518,2.3235,0.2956 ,,"2,588.3720 ",3.1666,,,,,,,,,6.4084,"11,529.3226 ","15,603.9032 ","5,171.1290 ","1,904.8387 ",,,,,,,,,,,,,,,,,,,,,,,987.0550 ,,,0.2316,9.1827,100.14,97.39,100.93,98.6675,98.1575,99.9775,100.0,102.87,101.075,100.0,100.6025,100.4875,101.835,103.4675,102.485,104.415,100.06,99.9875,99.6575,99.9675,101.22,100.0,100.0175,105.3125,108.5675,105.86,100.0,101.2,100.0,101.82,100.0,102.39,99.885,,1.5848,"2,411.9762 ","1,518.9802 ","1,540.3353 ","2,654.6802 ","41,503.1452 ","8,519.9677 ",,698.0484 ,"3,435.5806 ",62.886,111.5765,86.3918,"4,476.4194 ",,0.7358,685.1613 ,"2,233.4194 ","1,075.1242 ",,125.5777,0.7090 ,,109.7284,86.2097,1.4344,1.3172,"4,886.4516 ","1,690.0000 ",0.6613,"1,394.5806 ",206.3958,,,-22.9242,74.211,1.7623,33.3581,-49.1161,-5.8516,-46.2903,-74.6871,1.6364,2.0222,12.5028,,,,3.9503,3.9245,"1,855.2894 ",3.5563,"1,583.5161 "
2011-09-01,,1.7353,2.1794,0.3492 ,,"2,462.3526 ",3.4138,,,,,,,,,6.3846,"10,780.1333 ","15,208.7333 ","5,035.6333 ","1,972.0000 ",,,,,,,,,,,,,,,,,,,,135.03,,,991.2380 ,,,0.2507,8.8069,103.9275,99.19,101.935,99.86,96.8725,100.15,100.0,103.045,102.74,100.0,101.1825,100.025,101.4025,100.73,102.7925,100.7975,100.3375,99.4475,98.2875,100.0,101.5625,100.0,100.0,104.9825,103.7425,99.245,100.0,100.6475,100.805,100.48,100.0,101.6425,100.0,,1.426,"2,295.7074 ","1,464.5965 ","1,474.7955 ","2,539.4575 ","44,075.9000 ","8,654.2667 ",8.4433,683.9000 ,"3,440.2000 ",70.9898,93.886,83.1446,"4,439.3000 ",,0.3677,670.8667 ,"2,190.6333 ","1,120.5000 ",,128.4757,0.7183 ,,109.5437,85.648,1.3752,1.3231,"4,841.0000 ","1,690.0000 ",0.5047,"1,837.3000 ",206.571,,,-23.161,76.8893,1.6163,20.7933,-48.0133,-2.76,-89.7167,-44.0267,1.5783,1.1584,12.151,,,,4.0715,4.0317,"1,786.9310 ",3.4307,"1,627.6000 "
2011-10-01,,1.7758,2.7164,0.4058 ,,"2,389.9143 ",3.8755,,,,,,,,,6.3559,"10,886.0645 ","15,698.0645 ","4,636.0143 ","1,980.0000 ",,,,,,,,,,,,,,,,,,,,133.1095,,,956.7733 ,,,0.2497,8.736,102.554,103.976,101.224,99.102,97.932,105.486,100.0,103.348,103.066,99.838,101.33,102.2,102.018,99.372,103.498,102.572,99.72,99.992,99.064,99.98,100.156,100.0,100.0,105.918,104.64,100.0,100.0,100.59,100.002,100.528,100.0,103.152,100.0,,1.531,"2,069.1010 ","1,348.9195 ","1,335.5717 ","2,337.2763 ","39,603.6129 ","8,159.6774 ",8.5658,795.7742 ,"3,112.1290 ",63.6504,90.5741,75.1656,"4,131.6523 ",,0.4294,709.7419 ,"2,005.0000 ","1,151.8113 ",,129.5802,0.7874 ,,107.6148,86.3642,1.3716,1.5111,"4,522.5806 ","1,690.0000 ",0.4916,"2,063.2581 ",208.3513,,,-23.3029,77.2139,1.6916,1.3065,-15.5226,1.0645,-64.6,2.0645,1.5776,2.2862,12.3802,,,,4.2029,4.1098,"1,823.6555 ",3.4756,"1,534.2387 "
2011-11-01,,1.7037,2.5818,0.4759 ,,"2,456.2336 ",3.3265,,,,,,,,,6.3406,"9,936.3333 ","15,967.2000 ","4,545.5333 ","1,845.0000 ",,,,,,,,,,,,,,,,,,,,130.7363,,,934.0800 ,,,0.265,8.6016,102.0225,100.015,101.4,99.87,98.585,106.23,100.0,104.305,100.8225,101.0725,101.5775,100.0,101.3575,99.3525,103.02,102.115,100.0675,99.815,99.325,100.0,101.435,100.0,100.0,106.0225,110.235,100.0625,101.2725,99.4475,100.0,101.145,100.0,103.56,100.0,,1.3943,"2,052.5767 ","1,332.6888 ","1,305.9171 ","2,338.1348 ","39,678.6667 ","8,744.0333 ",8.8002,777.6667 ,"2,990.5333 ",95.166,70.9931,83.2501,"3,928.7333 ",,0.2267,699.9667 ,"1,985.2333 ","1,134.2767 ",,128.5363,0.7953 ,,109.9773,96.4267,1.3555,2.523,"4,334.0000 ","1,690.0000 ",0.4177,"1,832.1667 ",210.3703,,,-22.4873,77.9453,1.761,-18.95,4.6267,4.0333,-38.6167,36.0867,1.5799,1.4431,12.6336,,,,3.7601,3.7522,"1,858.6050 ",3.395,"1,368.7333 "
2011-12-01,,1.6693,2.6185,0.5575 ,,"2,251.8278 ",3.0361,,,,,,,,,6.3275,"7,308.1290 ","12,818.2903 ","4,518.9032 ","1,620.6452 ",,,,,,,,,,,,,,,,,,,,127.7157,,"9,510.0000 ",902.6440 ,,,0.2388,8.3382,102.9775,101.66,101.835,99.9925,98.9875,105.9275,100.0,104.5825,100.395,100.0225,102.0275,99.69,102.095,99.675,103.1075,102.105,100.7175,99.8675,101.6425,100.0,100.5525,100.0,100.0,106.725,111.3425,100.0,100.005,100.57,100.0,100.575,100.0,104.0825,98.935,"5,966.3636 ",1.2823,"2,075.3656 ","1,329.4307 ","1,326.0886 ","2,351.1244 ","38,947.5699 ","8,524.4946 ",8.5563,849.6745 ,"2,939.2903 ",86.8477,77.6364,84.8196,"3,859.3871 ","6,200.0000 ",0.0571,803.6188 ,"1,976.3226 ","1,148.8591 ",,128.9656,0.8359 ,,106.7982,98.7511,1.3151,1.8761,"4,284.1935 ","1,690.0000 ",0.1081,"1,827.3519 ",212.2781,,,-22.1925,79.5987,1.6676,-22.8817,30.3282,1.146,-9.6831,73.8589,1.5586,1.7687,12.9429,,,,3.8264,3.7656,"1,862.3886 ",3.3632,"1,350.0000 "
2012-01-01,,1.5042,3.1546,0.5665 ,,"2,253.3956 ",4.1264,,,,,,,,,6.3139,"7,801.3226 ","12,146.8710 ","4,423.2796 ","1,602.2581 ",,,,,,,,,,,,,,,,,,,,125.8455,,"9,510.0000 ",913.6233 ,,,0.2718,8.1565,104.41,101.82,101.2267,100.0,100.5433,104.6533,100.0,104.3133,100.8933,100.0,101.1133,100.0,99.87,97.2533,102.92,106.1433,100.4567,99.9967,102.5067,100.0,100.5133,100.0,100.0,106.4367,111.0633,100.0,100.0,99.4967,100.0,100.46,101.1,104.0267,99.9933,"5,976.7742 ",1.3071,"2,135.4532 ","1,363.4805 ","1,375.5370 ","2,402.5201 ","38,933.5108 ","8,869.4247 ",8.5891,811.0997 ,"2,869.3548 ",91.2685,61.7181,77.9016,"3,785.0000 ","6,200.0000 ",0.0595,698.9941 ,"2,052.1129 ","1,143.4344 ",,130.5507,0.8257 ,,111.178,100.1399,1.2907,1.1486,"4,291.3978 ","1,690.0000 ",0.1042,"1,063.1642 ",213.361,,,-23.1075,80.3148,1.7488,5.7978,29.6218,7.7411,1.4169,72.5073,1.5521,2.1157,12.854,,,,4.7506,4.8812,"1,895.5046 ",3.3739,"1,350.0000 "
2012-02-01,,1.3479,2.7539,0.5039 ,,"2,365.3606 ",3.4805,,,,,,,,,6.3001,"21,650.6429 ","29,175.4643 ","4,356.5000 ","1,717.5000 ",,,,,,,,,,,,,,,,,,,,125.3136,,"9,748.5000 ",943.5300 ,,,0.1958,8.3282,101.8233,101.18,101.83,100.0,100.5233,102.8667,100.0,103.9033,101.27,106.48,101.1533,102.35,101.5233,99.81,103.0,104.34,101.6033,100.0,105.1033,100.0,98.1033,100.0,100.0,105.2267,111.6567,100.0,100.0,101.2433,100.0,99.8833,100.0167,103.1233,100.0,"6,410.7143 ",1.4068,"2,200.2761 ","1,401.8934 ","1,437.0152 ","2,434.9072 ","36,156.2500 ","9,205.8571 ",8.9124,798.7143 ,"2,843.9286 ",101.5829,79.1472,89.5067,"3,770.7500 ","6,221.4286 ",0.1407,686.2500 ,"2,073.3571 ","1,123.2786 ",,126.2029,0.7968 ,,118.8379,102.3032,1.3235,0.8932,"4,333.5714 ","1,690.0000 ",0.1271,700.8571 ,213.5461,,,-21.4768,78.9268,1.9457,34.8964,38.3214,15.4429,26.2679,65.5464,1.5803,2.545,12.3599,,,,4.2207,4.1783,"2,001.4982 ",3.4343,"1,350.0000 "
