指标名称,1年期国债收益率,EURIBOR:6个月,GC001:收盘价,LIBOR:美元:3个月,USDCNH:即期汇率,上证综合指数,中国:CPI:当月同比,中国:M2:同比,中国:PPI:全部工业品:当月同比,中国:SHIBOR:隔夜,中国:iCPI:交通和通信:日环比,中国:iCPI:其他用品和服务:日环比,中国:iCPI:医疗保健:日环比,中国:iCPI:居住:日环比,中国:iCPI:总指数:日环比,中国:iCPI:教育文化和娱乐:日环比,中国:iCPI:生活用品及服务:日环比,中国:iCPI:衣着:日环比,中国:iCPI:食品烟酒:日环比,中国:中间价:美元兑人民币,中国:互联网搜索指数:找工作,中国:互联网搜索指数:招聘,"中国:价格:螺纹钢(HRB400,20mm)",中国:出厂价:石油焦(2#B):武汉石化,中国:出口金额:当月同比,中国:华东:开工率:聚氯乙烯:下游,中国:华北:开工率:聚氯乙烯:下游,中国:华南:开工率:聚氯乙烯:下游,中国:工业增加值:规模以上工业企业:当月同比,中国:开工率:乙二醇(非乙烯法),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家).1,中国:开工率:产能(<100万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家).1,中国:开工率:尿素,中国:开工率:汽车轮胎(全钢胎),中国:开工率:汽车轮胎(半钢胎),中国:开工率:甲醇,中国:开工率:电炉,中国:开工率:石油沥青装置,中国:开工率:纯碱,中国:开工率:线材:主要钢厂,中国:开工率:聚氯乙烯,中国:开工率:聚氯乙烯:上游,中国:开工率:聚苯乙烯,中国:开工率:聚苯乙烯泡沫,中国:开工率:苯乙烯,中国:开工率:螺纹钢:主要钢厂,中国:水泥价格指数,"中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",中国:社会消费品零售总额:当月同比,中国:社会融资规模:当月值,中国:经销价:汽油(93#IV):成都中石化,中国:进口金额:当月同比,中国出口集装箱运价指数:综合指数,中国进口原油运价指数:综合指数,中国进口干散货运价指数:综合指数,中国进口干散货运价指数:综合指数.1,中国进口集装箱运价指数:综合指数,中国香港:政府债券收益率:3月,中间价:欧元兑人民币,义乌中国小商品指数:五金及电料类:价格指数,义乌中国小商品指数:五金及电料类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,义乌中国小商品指数:体育娱乐用品类:出口价格指数,义乌中国小商品指数:出口价格指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:场内价格指数.1,义乌中国小商品指数:工艺品类:价格指数,义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:总价格指数,义乌中国小商品指数:护理及美容用品类:价格指数,义乌中国小商品指数:护理及美容用品类:出口价格指数,义乌中国小商品指数:文化办公用品类:价格指数,义乌中国小商品指数:文化办公用品类:出口价格指数,义乌中国小商品指数:日用品类:价格指数,义乌中国小商品指数:日用品类:出口价格指数,义乌中国小商品指数:服装服饰类:价格指数,义乌中国小商品指数:服装服饰类:出口价格指数,义乌中国小商品指数:玩具类:价格指数,义乌中国小商品指数:玩具类:出口价格指数,义乌中国小商品指数:电子电器类:价格指数,义乌中国小商品指数:电子电器类:出口价格指数,义乌中国小商品指数:箱包类:价格指数,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:网上价格指数,义乌中国小商品指数:订单价格指数,义乌中国小商品指数:辅料和包装类:价格指数,义乌中国小商品指数:辅料和包装类:出口价格指数,义乌中国小商品指数:针、纺织品类:出口价格指数,义乌中国小商品指数:钟表眼镜类:价格指数,义乌中国小商品指数:钟表眼镜类:出口价格指数,义乌中国小商品指数:鞋类:价格指数,义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:首饰类:出口价格指数,出厂价:液化气(汽运):荆门石化,加拿大:基准债券收益率:5年,南华工业品指数,南华综合指数,南华能化指数,南华金属指数,印尼:日用商品现价:咖啡:棉兰,印尼:日用商品现价:天然棕榈油:棉兰,印度:国债收益率:3月,原油运输指数(BDTI),唐山:市场价(不含税):废钢(6-8mm),固定资产投资完成额:制造业:累计同比,固定资产投资完成额:基础设施建设:累计同比,固定资产投资完成额:累计同比,地缘政治威胁指数,地缘政治行为指数,地缘政治风险指数,山东:价格:方坯(Q235),山东:库提价:港口内贸燃料油(4#船用),德国:上市联邦证券利率期限结构:1年期,成品油运输指数(BCTI),房地产开发投资完成额:累计同比,收盘价:焦炭,收盘价:美元兑韩元,新加坡:国库券收益率:6个月,日元指数,日本:企业债有效收益率:综合,日本:国债收益率:6月,期货收盘价(活跃合约):焦煤,期货结算价(活跃合约):IPE布油,期货结算价(活跃合约):NYMEX轻质原油,欧元兑美元,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,"武汉:价格:热轧板卷(Q235B,3.0mm)","河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)",法国:国债收益率:1个月,波罗的海干散货指数(BDI),泰国:债券市场协会指数:总收益:政府债券指数,温州指数:温州地区民间融资综合利率,温州指数:温州地区民间融资综合利率:社会直接融资利率,美元兑日元,美元指数,美国:5年期盈亏平衡通胀率:非季调,花旗中国经济意外指数,花旗十国集团经济意外指数,花旗新兴市场经济意外指数,花旗欧洲经济意外指数,花旗美国经济意外指数,英镑兑美元,菲律宾:国债收益率:6个月,越南:国债收益率:1年,运价:液化气(压力货):华南-海防港,远东干散货指数(FDI):综合指数,远东干散货指数(FDI):运价指数,银行间同业拆借加权利率:7天,银行间质押式回购加权利率:7天,韩国:KOSPI指数,韩国:国债收益率:3年,黎城:价格(干基含税):铁精粉(66%)
2010-08-01,,1.1471,1.9221,0.3595,,,3.5,19.2,4.32,1.584,,,,,,,,,,6.7903,,,,,34.32,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,18.4,10646.0,,35.4,,,,,,0.3098,8.7613,100.66,101.85,100.942,96.718,99.258,100.764,100.764,99.878,99.44,100.632,103.876,99.954,101.292,99.828,100.05,100.562,100.024,99.934,100.36,100.0,100.912,100.0,99.54,100.0,101.736,100.464,104.256,98.038,100.0,104.444,100.0,98.774,99.996,100.032,100.0,,2.1761,,,,,,,,770.8011,,24.9,21.13,24.8,74.1171,84.7574,81.6133,,,0.4759,716.0914,36.7,,,,120.6911,0.7054,0.1156,,77.2042,79.9958,1.2892,0.6781,,,0.3098,,203.0665,,,-14.5945,82.1666,1.3354,22.1419,5.929,29.1806,96.9774,-49.8194,1.5652,4.3825,9.3908,,,,1.8624,1.8512,,3.7245,
2010-09-01,,1.1372,2.9118,0.2913,,,3.6,18.96,4.33,1.7875,,,,,,,,,,6.7409,,,,,25.08,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,18.84,11224.0,,24.38,,,,,,0.322,8.769,101.12,100.6925,101.2,98.94,99.7075,100.43,100.43,100.1025,99.945,100.4475,104.3575,99.98,100.855,99.7825,99.685,100.0,99.6725,99.755,100.3725,100.0,100.45,100.0,100.4775,100.565,100.02,100.305,103.7125,96.8625,100.0,103.4375,100.0,98.1,99.5825,100.01,100.0,,2.1657,,,,,,,,689.2667,,25.4,19.87,24.5,69.729,70.3743,71.8244,,,0.5223,659.0667,36.4,,,,120.9357,0.7043,0.11,,78.2747,78.5193,1.3077,0.7612,,,0.3183,,206.0507,,,-15.581,81.1503,1.2787,2.2333,16.9833,23.1633,95.0933,-18.1967,1.5564,4.4437,9.4221,,,,2.4186,2.3658,,3.4797,
2010-10-01,,1.2246,2.1835,0.2888,,,4.4,19.3,5.04,1.7321,,,,,,,,,,6.6775,,,,,22.84,,,,13.1,,,,,,,,,,,,,,,,,,,,,,,18.64,8608.0,,25.63,,,,,,0.4187,9.2785,100.144,101.862,101.9,99.386,99.894,100.422,100.422,100.432,100.0,100.792,103.956,100.176,100.436,100.276,100.024,100.162,99.858,99.202,100.244,103.456,100.208,100.0,100.018,100.062,100.0,101.026,105.396,100.902,100.0,101.38,100.0,98.076,99.906,100.122,100.0,,1.9513,,,,,,,,731.3548,,25.7,19.47,24.4,63.1602,74.2597,65.5566,,,0.7497,624.0323,36.5,,,,122.2132,0.6429,0.1055,,83.5581,83.069,1.3898,0.9429,,,0.5126,,207.4674,,,-18.269,77.4342,1.5006,10.5968,21.3194,29.3097,70.7,-2.1903,1.5865,4.1891,9.3281,,,,2.2265,2.1851,,3.2384,
2010-11-01,,1.269,2.0652,0.2872,,,5.1,19.5,6.06,1.7163,,,,,,,,,,6.6539,,,,,34.86,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,18.7,10554.0,,38.33,,,,,,0.4003,9.1073,101.1,101.495,101.0675,98.6125,99.9975,100.9775,100.9775,100.035,101.41,101.4675,102.1675,99.9425,100.41,99.7675,100.2825,100.0,99.95,98.7175,101.3,100.0075,100.475,100.0,99.6575,100.0,100.92,102.1975,107.4775,98.9275,100.0,100.2025,100.25,98.13,99.435,99.9725,100.0,,2.264,,,,,,,,820.7,,26.1,19.71,24.9,102.0219,80.859,95.6039,,,0.8,661.0,36.5,,,,121.216,0.7147,0.1134,,86.2567,84.7347,1.3632,1.0936,,,0.508,,203.8357,,,-17.3437,78.4763,1.564,7.6933,27.6233,8.88,36.3,26.2733,1.595,3.1247,9.6746,,,,2.0539,2.0465,,3.404,
2010-12-01,,1.2511,2.6495,0.3027,,,4.6,19.72,5.93,2.7494,,,,,,,,,,6.6519,,,,,17.87,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,19.1,10780.0,,25.94,,,,,,0.4932,8.7835,98.715,100.1475,99.8225,95.7575,99.7575,101.1175,101.1175,100.0,100.0375,102.0225,100.065,99.825,101.47,98.1775,99.99,100.23,99.535,98.3,100.0325,99.7125,101.6325,100.0,99.3725,99.175,100.2225,103.2225,111.39,101.825,100.0,100.4875,100.0,99.9175,99.6375,100.0175,100.0,,2.4448,,,,,,,,,,26.9,18.47,24.5,98.9651,94.3904,97.8941,,,0.6397,771.4956,33.2,,,,121.0231,0.7771,0.1312,,92.2332,89.6455,1.3229,1.1481,,,0.389,,201.1448,,,-16.7884,80.029,1.7281,29.0677,33.4629,2.4645,62.2306,6.8129,1.5605,1.7377,10.096,,,,3.9422,3.8718,,3.249,
2011-01-01,,1.2544,2.2246,0.3034,,,4.9,17.2,6.6,3.9713,,,,,,,,,,6.6041,,,,,37.64,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,19.9,17560.0,,51.7,,,,,,0.3329,8.8169,98.754,99.428,99.812,92.832,99.71,100.754,100.754,99.434,100.004,101.08,99.536,99.918,101.89,103.04,100.442,99.412,100.45,99.552,100.494,100.0,98.862,99.178,100.46,99.96,104.516,101.57,107.626,98.404,100.0,100.472,100.0,99.758,99.848,99.938,100.0,,2.5213,,,,,,,,726.7947,,28.4,17.89,24.7,77.0856,77.4897,78.8395,,,0.761,635.5044,34.2,,,,121.016,0.7684,0.1218,,96.7468,90.4771,1.3376,1.0746,,,0.4632,,201.1406,,,-17.4806,79.1123,1.9235,33.6226,40.4871,11.9806,68.4968,32.0871,1.5784,2.5142,10.2652,,,,4.9323,4.7433,,3.7039,
2011-02-01,,1.3533,2.1761,0.3119,,,4.94,15.7,7.23,2.7632,,,,,,,,,,6.5835,,,,,2.35,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,11.6,6468.0,,20.0,,,,,,0.3275,8.9908,99.99,99.995,100.58,98.47,99.765,100.75,100.75,99.995,100.0,101.095,98.855,99.895,103.34,100.89,99.995,102.51,101.38,98.91,100.42,100.0,100.265,97.405,99.685,100.0,100.035,101.4,106.025,98.555,100.0,101.275,100.0,100.4,100.0,99.985,100.0,,2.6971,,,,,,,,747.5357,,29.9,17.32,24.9,89.6736,84.7057,88.9361,,,1.0593,643.4643,35.2,,,,120.3136,0.8236,0.1267,,104.2571,92.2704,1.3655,1.0933,,,0.6096,,200.4186,,,-17.42,77.7775,2.015,59.8643,36.3786,28.5929,29.8143,66.4393,1.6136,3.3044,10.6219,,,,3.7274,3.7516,,3.9539,
2011-03-01,,1.4856,1.3153,0.3085,,,5.38,16.6,7.31,1.8035,,,,,,,,,,6.5662,,,,,35.76,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,17.4,18212.0,,27.5,,,,,,0.3761,9.1937,101.5725,100.0,100.405,99.78,99.3075,101.25,101.25,99.0025,100.0,101.1875,99.345,99.97,102.3425,97.3225,101.0025,102.9725,101.4425,98.915,100.915,100.0,102.255,100.1025,101.7,100.0,110.1,101.1925,105.455,99.93,100.0,99.525,100.0,100.195,100.0,100.1375,100.0,,2.6452,,,,,,,,,,29.2,17.83,25.0,126.6827,156.1378,136.0791,,,1.2326,806.129,34.1,,,,120.8721,0.8306,0.1303,,114.5877,103.7829,1.4027,1.1428,,,0.6687,,201.5016,,,-18.4229,76.2345,2.2003,-16.5323,26.5903,27.2871,-0.1484,67.6742,1.6158,1.9021,11.2752,,,,2.4049,2.3517,,3.7448,
2011-04-01,,1.6235,2.0072,0.2806,,,5.34,15.3,6.82,2.0685,,,,,,,,,,6.5311,,,,,29.82,,,,13.4,,,,,,,,,,,,,,,,,,,,,,,17.1,13673.0,,21.89,,,,,,0.3041,9.4322,100.7625,96.395,100.595,102.3225,98.89,100.705,100.705,99.9,100.0,100.995,98.03,99.645,101.5025,99.7075,100.3725,100.0425,101.5775,99.0325,100.4575,99.6325,103.73,100.0275,100.5725,100.0,100.1925,101.515,104.4725,101.3825,101.8975,99.9525,100.0,99.2225,100.0,99.9525,98.33,,2.7227,,,,,,,,856.46,,29.0,17.29,25.4,73.558,111.1429,90.6722,,,1.4101,851.2667,34.3,,,,116.9522,1.0723,0.1232,,122.8936,110.6139,1.4461,1.3068,,,0.871,,202.7717,,,-16.837,74.7219,2.3094,-7.1389,15.2017,31.4711,4.1356,24.0422,1.6375,1.1841,11.8464,,,,2.8321,2.8468,,3.7453,
2011-05-01,,1.7063,1.9509,0.2609,,,5.52,15.1,6.79,2.8634,,,,,,,,,,6.4987,,,,,19.28,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,16.9,10854.0,,28.44,,,,,,0.2701,9.3197,102.002,100.054,100.794,98.196,99.686,100.938,100.938,100.438,100.0,101.48,100.396,99.752,100.854,100.322,100.13,93.974,102.47,99.406,100.134,99.458,104.72,99.132,100.21,100.0,100.0,101.986,105.364,100.376,100.0,100.164,101.518,98.642,100.0,100.004,99.978,,2.4687,,,,,,,,786.2161,,31.2,14.71,25.8,96.0221,120.6344,104.4737,,,1.4386,808.9355,34.6,,,,119.8688,1.019,0.1171,,114.1137,101.683,1.4312,1.3858,,,0.8726,,202.9519,,,-18.8777,74.9585,2.1656,-12.114,-16.5194,20.0667,6.2527,-39.7086,1.6341,2.1644,13.1919,,,,3.7333,3.6957,,3.6621,
2011-06-01,,1.7484,3.1742,0.2479,,,6.36,15.9,7.12,4.6378,,,,,,,,,,6.4783,,,,,17.88,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,17.7,10873.0,,19.25,996.8825,,,,,0.2502,9.3154,100.84,99.2375,99.3425,99.7725,99.8075,100.7775,100.7775,100.125,99.9025,101.2875,100.1825,99.8825,102.44,100.1825,100.57,97.7375,102.0675,108.755,100.5825,99.5875,105.2925,99.8075,100.005,100.0,100.5925,102.1875,107.4075,100.2675,100.0,100.41,99.385,98.615,100.0,100.315,99.4675,,2.197,,,,,,,,743.5667,,32.4,13.4,25.6,72.8825,97.332,84.5368,,,1.357,689.5667,32.9,,,,120.7493,1.1443,0.1113,,113.511,96.438,1.4393,1.4784,,,0.9647,,203.4027,,,-19.5763,74.7023,1.948,23.9867,-49.1533,-8.7133,3.1633,-100.7833,1.6215,3.2506,13.1869,,,,5.8011,5.7645,,3.6475,
2011-07-01,,1.8182,2.9063,0.25,,,6.45,14.7,7.54,4.2712,,,,,,,,,,6.4608,,,,,20.43,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,17.2,5393.0,,24.06,982.44,,,,,0.2171,9.244,102.808,99.15,100.702,99.884,98.644,101.594,101.594,99.794,99.986,101.854,99.52,99.938,101.764,99.79,101.152,99.536,102.252,111.078,100.436,101.698,103.444,99.618,102.262,100.0,100.0,102.134,105.092,100.01,100.0,102.006,100.31,100.274,100.0,101.716,99.39,,2.191,,,,,,,,739.6129,,31.8,11.2,25.4,60.4179,99.2455,78.2851,,,1.2448,676.0,33.6,,,,122.1092,0.75,0.1055,,116.2177,97.3765,1.4295,1.6209,,,0.9465,,201.7352,,,-20.75,74.6861,2.0323,17.9767,-46.4726,-15.579,-1.8952,-90.121,1.6159,2.9871,12.6142,,,,5.3103,5.2534,,3.7781,
2011-08-01,,1.7518,2.3235,0.2956,,,6.15,13.5,7.25,3.1666,,,,,,,,,,6.4084,,,,,24.42,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,17.0,10741.0,,30.05,987.055,,,,,0.2316,9.1827,100.14,97.39,100.93,98.6675,98.1575,102.0925,102.0925,99.9775,100.0,102.87,101.075,100.0,100.6025,100.4875,101.835,103.4675,102.485,104.415,100.06,99.9875,99.6575,99.9675,101.22,100.0,100.0175,105.3125,108.5675,105.86,100.0,101.2,100.0,101.82,100.0,102.39,99.885,,1.5848,,,,,,,,698.0484,,32.2,9.24,25.0,62.886,111.5765,86.3918,,,0.7358,685.1613,33.2,,,,125.5777,0.709,0.1073,,109.7284,86.2097,1.4344,1.3172,,,0.6613,,206.3958,,,-22.9242,74.211,1.7623,33.3581,-49.1161,-5.8516,-46.2903,-74.6871,1.6364,2.0222,12.5028,,,,3.9503,3.9245,,3.5563,
2011-09-01,,1.7353,2.1794,0.3492,,,6.07,13.0,6.52,3.4138,,,,,,,,,,6.3846,,,,,17.01,,,,13.8,,,,,,,,,,,,,,,,,,,,,135.03,,17.7,4279.0,,20.75,991.238,,,,,0.2507,8.8069,103.9275,99.19,101.935,99.86,96.8725,101.575,101.575,100.15,100.0,103.045,102.74,100.0,101.1825,100.025,101.4025,100.73,102.7925,100.7975,100.3375,99.4475,98.2875,100.0,101.5625,100.0,100.0,104.9825,103.7425,99.245,100.0,100.6475,100.805,100.48,100.0,101.6425,100.0,,1.426,,,,,,,8.4433,683.9,,31.5,9.3,24.9,70.9898,93.886,83.1446,,,0.3677,670.8667,32.0,,,,128.4757,0.7183,0.1043,,109.5437,85.648,1.3752,1.3231,,,0.5047,,206.571,,,-23.161,76.8893,1.6163,20.7933,-48.0133,-2.76,-89.7167,-44.0267,1.5783,1.1584,12.151,,,,4.0715,4.0317,,3.4307,
2011-10-01,,1.7758,2.7164,0.4058,,,5.5,12.9,5.0,3.8755,,,,,,,,,,6.3559,,,,,15.77,,,,13.2,,,,,,,,,,,,,,,,,,,,,133.1095,,17.2,7908.0,,28.51,956.7733,,,,,0.2497,8.736,102.554,103.976,101.224,99.102,97.932,101.69,101.69,105.486,100.0,103.348,103.066,99.838,101.33,102.2,102.018,99.372,103.498,102.572,99.72,99.992,99.064,99.98,100.156,100.0,100.0,105.918,104.64,100.0,100.0,100.59,100.002,100.528,100.0,103.152,100.0,,1.531,,,,,,,8.5658,795.7742,,31.6,8.66,24.9,63.6504,90.5741,75.1656,,,0.4294,709.7419,31.1,,,,129.5802,0.7874,0.1053,,107.6148,86.3642,1.3716,1.5111,,,0.4916,,208.3513,,,-23.3029,77.2139,1.6916,1.3065,-15.5226,1.0645,-64.6,2.0645,1.5776,2.2862,12.3802,,,,4.2029,4.1098,,3.4756,
2011-11-01,,1.7037,2.5818,0.4759,,,4.23,12.7,2.72,3.3265,,,,,,,,,,6.3406,,,,,13.77,,,,12.4,,,,,,,,,,,,,,,,,,,,,130.7363,,17.3,9581.0,,21.94,934.08,,,,,0.265,8.6016,102.0225,100.015,101.4,99.87,98.585,102.3575,102.3575,106.23,100.0,104.305,100.8225,101.0725,101.5775,100.0,101.3575,99.3525,103.02,102.115,100.0675,99.815,99.325,100.0,101.435,100.0,100.0,106.0225,110.235,100.0625,101.2725,99.4475,100.0,101.145,100.0,103.56,100.0,,1.3943,,,,,,,8.8002,777.6667,,31.5,8.05,24.5,95.166,70.9931,83.2501,,,0.2267,699.9667,29.9,,,,128.5363,0.7953,0.1067,,109.9773,96.4267,1.3555,2.523,,,0.4177,,210.3703,,,-22.4873,77.9453,1.761,-18.95,4.6267,4.0333,-38.6167,36.0867,1.5799,1.4431,12.6336,,,,3.7601,3.7522,,3.395,
2011-12-01,,1.6693,2.6185,0.5575,,,4.07,13.6,1.69,3.0361,,,,,,,,,,6.3275,,,,,13.32,,,,12.8,,,,,,,,,,,,,,,,,,,,,127.7157,,18.1,12744.0,,11.78,902.644,,,,,0.2388,8.3382,102.9775,101.66,101.835,99.9925,98.9875,102.7025,102.7025,105.9275,100.0,104.5825,100.395,100.0225,102.0275,99.69,102.095,99.675,103.1075,102.105,100.7175,99.8675,101.6425,100.0,100.5525,100.0,100.0,106.725,111.3425,100.0,100.005,100.57,100.0,100.575,100.0,104.0825,98.935,,1.2823,,,,,,,8.5563,849.6745,,31.8,6.48,23.8,86.8477,77.6364,84.8196,,,0.0571,803.6188,27.9,,,,128.9656,0.8359,0.1089,,106.7982,98.7511,1.3151,1.8761,,,0.1081,,212.2781,,,-22.1925,79.5987,1.6676,-22.8817,30.3282,1.146,-9.6831,73.8589,1.5586,1.7687,12.9429,,,,3.8264,3.7656,,3.3632,
2012-01-01,,1.5042,3.1546,0.5665,,,4.5,12.4,0.73,4.1264,,,,,,,,,,6.3139,,,,,-0.55,,,,2.8,,,,,,,,,,,,,,,,,,,,,125.8455,,13.1,9754.0,,-15.23,913.6233,,,,,0.2718,8.1565,104.41,101.82,101.2267,100.0,100.5433,102.3633,102.3633,104.6533,100.0,104.3133,100.8933,100.0,101.1133,100.0,99.87,97.2533,102.92,106.1433,100.4567,99.9967,102.5067,100.0,100.5133,100.0,100.0,106.4367,111.0633,100.0,100.0,99.4967,100.0,100.46,101.1,104.0267,99.9933,,1.3071,,,,,,,8.5891,811.0997,,28.23,2.06,22.65,91.2685,61.7181,77.9016,,,0.0595,698.9941,27.85,,,,130.5507,0.8257,0.1059,,111.178,100.1399,1.2907,1.1486,,,0.1042,,213.361,,,-23.1075,80.3148,1.7488,5.7978,29.6218,7.7411,1.4169,72.5073,1.5521,2.1157,12.854,,,,4.7506,4.8812,,3.3739,
2012-02-01,,1.3479,2.7539,0.5039,,,3.2,13.0,0.03,3.4805,,,,,,,,,,6.3001,,,,,18.34,,,,21.3,,,,,,,,,,,,,,,,,,,,,125.3136,,16.4,10431.0,,40.03,943.53,,,,,0.1958,8.3282,101.8233,101.18,101.83,100.0,100.5233,102.41,102.41,102.8667,100.0,103.9033,101.27,106.48,101.1533,102.35,101.5233,99.81,103.0,104.34,101.6033,100.0,105.1033,100.0,98.1033,100.0,100.0,105.2267,111.6567,100.0,100.0,101.2433,100.0,99.8833,100.0167,103.1233,100.0,,1.4068,,,,,,,8.9124,798.7143,,24.66,-2.36,21.5,101.5829,79.1472,89.5067,,,0.1407,686.25,27.8,,,,126.2029,0.7968,0.1134,,118.8379,102.3032,1.3235,0.8932,,,0.1271,700.8571,213.5461,,,-21.4768,78.9268,1.9457,34.8964,38.3214,15.4429,26.2679,65.5464,1.5803,2.545,12.3599,,,,4.2207,4.1783,,3.4343,
2012-03-01,,1.1707,2.8881,0.4738,,,3.6,13.4,-0.32,2.4758,,,,,,,,,,6.3071,,,,,8.84,,,,11.9,,,,,,,,,,,,,,,,,,,,,124.4708,,15.2,18704.0,,5.3,,,,,,0.1484,8.3383,101.1175,100.97,101.19,100.0,100.895,102.97,102.97,101.37,100.0,104.6025,100.2075,101.3775,100.645,100.0275,100.725,100.825,103.53,102.2775,100.4675,99.8325,103.5275,100.0,100.515,100.0,100.0,106.505,114.7,100.0,100.0,100.3125,100.0,100.045,100.0,103.85,103.3975,,1.5671,,,,,,,9.0072,820.7419,,24.82,1.81,20.9,88.7671,87.4948,89.875,,,0.1219,670.9032,23.5,,,,120.3532,0.7687,0.108,,124.5,106.4597,1.3216,0.5156,,,0.0623,852.7097,210.2439,,,-17.5181,79.5074,2.0429,-7.4129,20.8581,11.1,12.7903,35.6032,1.5828,2.5909,11.4769,,,,3.1545,3.1206,,3.5485,
2012-04-01,,1.044,2.2964,0.467,6.3005,,3.4,12.8,-0.7,3.1154,,,,,,,,,,6.296,,,,,4.84,,,,9.3,,,,,,,,,,,,,,,,,,,,,122.2892,,14.1,9637.0,,0.14,,,,,,0.1669,8.2814,102.3,100.254,101.556,100.0,100.518,102.868,102.868,100.956,100.0,104.246,99.896,99.578,100.934,101.144,99.42,100.054,103.712,102.632,100.262,99.866,106.786,100.0,101.764,100.0,100.4,106.596,114.21,100.0,100.0,97.986,100.0,100.228,100.0,103.68,100.842,,1.6027,,,,,,,8.2243,784.2667,,24.36,3.27,20.2,104.9057,86.8983,98.0838,,,0.0843,635.9667,18.7,,,,122.3258,0.7437,0.1064,,120.3833,103.4047,1.317,0.8689,,,0.0783,,209.1943,,,-18.7037,79.4053,1.9507,-20.8767,1.175,11.505,1.0533,6.3517,1.6003,2.6473,10.5653,,,,3.8328,3.8586,,3.5007,
2012-05-01,,0.9732,2.3913,0.4665,6.3226,,3.0,13.2,-1.4,2.2153,,,,,,,,,,6.3026,,,,,15.27,,,,9.6,,,,,,,,,,,,,,,,,,,,,115.8326,,13.8,11432.0,,12.99,,,,,,0.1677,8.0961,101.5925,101.525,101.6925,100.0,102.31,102.725,102.725,100.3975,100.0,104.3225,100.635,101.5325,100.5275,101.6475,101.545,100.425,103.33,101.2525,99.8275,100.64,108.5125,100.0,100.0175,100.0,100.4125,106.3275,113.5575,97.5,100.0,100.175,100.0,100.8875,100.0,103.945,100.035,,1.4487,,,,,,,8.4152,756.3548,,24.48,4.63,20.1,79.5751,70.1453,77.9367,,,0.036,615.1774,18.5,,,,126.213,0.7097,0.1086,,110.5542,95.0365,1.2822,1.0062,,,0.0758,,209.85,,,-20.291,80.8139,1.8881,-64.171,-27.1129,-22.2065,-34.2355,-23.6742,1.5939,2.4615,9.4375,,,,3.0633,3.0551,,3.3829,
2012-06-01,,0.9353,3.7598,0.4659,6.3673,,2.2,13.6,-2.08,2.7257,,,,,,,,,,6.3178,,,,,11.08,,,,9.5,,,,,,,,,,,,,,,,,,,,,110.1346,,13.7,17802.0,,6.07,,,,,,0.1368,7.9219,103.9825,100.0225,101.7175,100.0,101.125,102.21,102.21,100.42,100.0,103.8625,99.24,101.175,101.8175,101.23,101.835,100.4325,102.84,100.005,101.12,100.0,103.3375,100.0,101.875,100.0,100.0,105.5,111.345,103.07,100.0,101.165,100.0,101.7875,99.355,103.635,100.0,,1.2247,,,,,,,8.2741,680.6,,24.55,8.26,20.4,71.7937,83.544,79.1359,,,0.0121,580.7,16.6,,,,128.5007,0.6997,0.1118,,96.2043,82.5657,1.2533,1.4154,,,0.0617,929.2333,212.1683,,,-20.7597,82.292,1.7577,-53.7267,-45.2467,-38.5267,-64.4733,-55.7333,1.5541,2.5026,8.6881,,,,3.1303,3.0885,,3.289,
